Source,Target,Label
4739617,2613212,1
4103375,2336743,1
3727842,4663146,1
314520,3028792,1
16819,3297847,1
839861,3264130,1
839876,3605013,1
4490999,2064255,1
4269300,4539143,1
2599793,4244596,1
4604853,4337477,1
905884,3200954,1
3792812,2271102,1
2228371,1741876,1
1198117,4179210,1
2060330,4628468,1
314520,2134907,1
29665,1087625,1
1468643,3526425,1
1699583,1012003,1
640366,4568198,1
2949666,2451487,1
858633,4112505,1
1700332,3594685,1
845586,814158,1
1614125,733462,1
3172199,1733971,1
3580586,3578763,1
3116729,4595456,1
3368328,677463,1
839861,2284567,1
4792427,2203831,1
314520,2617137,1
3223278,528732,1
314520,4066377,1
3090950,4658010,1
2810095,3070325,1
179419,45907,1
1624128,4009025,1
1887803,4311444,1
1887803,4333748,1
339493,2404357,1
1085861,3789203,1
314520,426053,1
1955721,2333165,1
1887803,2673178,1
865070,2374586,1
314520,2641628,1
3292804,4809738,1
2693864,451526,1
2393227,1511451,1
2060330,3990174,1
168604,4855311,1
1475484,1326988,1
3653709,718080,1
4293218,3072365,1
26487,2124826,1
4633109,4615369,1
4403282,2615940,1
4729683,1934342,1
1887803,70563,1
1113816,4317318,1
1564712,285918,1
3258041,65305,1
1441108,1224416,1
383367,896242,1
3999363,4786368,1
1474014,2667692,1
4561021,1040399,1
4684600,911933,1
1085861,272474,1
1085861,707802,1
2495939,2526898,1
2495939,656397,1
4490999,2781175,1
4344012,4517252,1
4070684,4695366,1
3396394,4122927,1
1085861,3268871,1
2572514,2805329,1
2648343,1756235,1
839861,3234194,1
4009999,386410,1
3082190,3631655,1
1332820,3424925,1
1887803,785089,1
1300768,716087,1
2374680,1099478,1
3678550,1126588,1
3757548,1133958,1
1707148,612466,1
4533980,3067268,1
2062408,2598045,1
1106698,2719419,1
2228371,4040505,1
4040881,3500649,1
3283464,3151689,1
4276260,3777428,1
855412,425464,1
461911,2040290,1
3206217,1248486,1
2054082,1437603,1
750886,2271122,1
4002862,3302153,1
2597505,1485577,1
839861,3965842,1
1223264,2413048,1
3811720,2920708,1
2083622,2140444,1
3838647,879054,1
495783,4440722,1
1745269,3939677,1
1485631,4783872,1
4239205,950689,1
1699583,3363045,1
1505241,4096818,1
2576408,4835575,1
314520,3721198,1
3037340,2846417,1
3661129,919392,1
3839495,3956184,1
3493459,2645636,1
1908740,2505122,1
4490999,3731869,1
4243429,952425,1
3853274,2273064,1
4623139,4186112,1
4800050,2476014,1
375079,4323739,1
3037340,2695579,1
3770709,4759133,1
255646,1413942,1
2870249,3014441,1
4862375,2293629,1
3342177,894728,1
925340,4075875,1
3583613,2677013,1
1266770,183334,1
1734700,3015235,1
762603,3575549,1
2453780,3404222,1
4645411,1462604,1
2810095,1835672,1
4540396,949664,1
1898943,1493361,1
2060330,1211571,1
288702,4834089,1
3859392,2997392,1
1699583,3543957,1
3386920,446515,1
1167075,4599219,1
3070329,1801266,1
4757852,2654901,1
606108,1290483,1
773766,2660185,1
375079,4206265,1
4561021,4554251,1
485341,4556322,1
906759,1517714,1
3214092,4671130,1
1446447,3015544,1
2354569,1980081,1
4561876,1670316,1
3703064,2953351,1
3282672,893965,1
836023,622422,1
3851198,3024933,1
3479598,2629425,1
2476384,4754754,1
1700332,2259336,1
495783,1624227,1
826086,1077356,1
3005598,2356345,1
2686984,4841173,1
4747818,4349414,1
2985587,4330399,1
658929,2492947,1
3441133,176591,1
2979628,4296178,1
618059,1313760,1
4823249,4594975,1
194090,966635,1
1387867,1203982,1
4490999,367726,1
689225,1183923,1
2954829,4286327,1
3312048,3042656,1
3241804,3075123,1
4239205,1876895,1
4684600,3484764,1
2279070,1983952,1
1699583,1426743,1
1337348,1680905,1
3923445,4604084,1
1085861,3282909,1
4239205,2533355,1
1700332,106384,1
1085861,2272339,1
4512905,475784,1
2303705,1305132,1
1078940,1559048,1
1085861,2821556,1
3230265,2991185,1
2577260,4555562,1
1699583,4446104,1
3110985,2458461,1
1614125,4427666,1
314520,4285032,1
3244411,104460,1
1800827,2317647,1
4814509,4089982,1
3148679,478328,1
1014631,2500033,1
2433044,2063351,1
1699583,1173207,1
968317,3590605,1
1030775,217586,1
3898693,409595,1
906759,4384634,1
222426,278419,1
1085861,1891665,1
4049973,358061,1
1700332,3421640,1
3207853,4750250,1
1802932,3022008,1
1699583,1168175,1
314520,3993692,1
1060226,1250479,1
288702,1929973,1
3636251,2635892,1
845586,963700,1
1969295,2071328,1
2060330,1023259,1
1505241,4411192,1
839861,4209032,1
2892009,2314406,1
2028726,3492206,1
4533980,1966319,1
134467,2902966,1
4490999,1089034,1
3239444,2864503,1
383367,3968766,1
2093547,3438890,1
1106698,437771,1
3283464,281856,1
4813918,2180677,1
4433237,4539733,1
314520,4051723,1
4344012,3319594,1
2548843,2450619,1
1367220,4822369,1
3717918,1024011,1
285694,3224779,1
1561581,3212072,1
1057234,3133664,1
3005598,4010828,1
845586,2841260,1
761407,452335,1
1962739,4281943,1
4169246,1747370,1
2228371,4421563,1
1215707,590358,1
1722296,3938471,1
4815956,2403746,1
4648130,2649497,1
3243518,4532746,1
2810095,4614516,1
3807312,3731848,1
4403282,2699363,1
3554302,2606897,1
288702,4458168,1
826086,3887819,1
3847127,4056147,1
2709233,476962,1
4806815,956197,1
2344853,4390521,1
1607975,4144005,1
4126202,4566044,1
656156,3898589,1
785674,500283,1
168604,493044,1
4045107,4484247,1
2127050,3643905,1
4040881,1823705,1
2453780,1662720,1
1699583,1253154,1
314520,393244,1
4276260,2695205,1
3750988,653993,1
4293218,2428503,1
3791312,4044917,1
1221465,1372334,1
961077,1276054,1
4739617,4425818,1
529336,4652574,1
2489295,3856332,1
3401231,2926120,1
2359148,3363885,1
1085861,4677524,1
2044114,3092961,1
801429,2859289,1
2582905,2594898,1
4494691,2773221,1
203144,1800571,1
10715,2507254,1
1083230,1434195,1
47415,23319,1
400118,3430476,1
4463229,1762978,1
4490999,1068415,1
4825482,3665754,1
1700332,17333,1
2453780,163129,1
400118,830725,1
1271377,4259011,1
839861,3420796,1
2228371,4146159,1
3772153,4809829,1
3193296,3225940,1
157593,4712312,1
3736973,1775966,1
3451965,1975846,1
51455,3653376,1
4009222,788243,1
3524432,2748402,1
375079,197769,1
2500398,398874,1
4104736,922894,1
4103375,1408065,1
4598309,1015909,1
728902,2719045,1
2387339,4570743,1
221643,4299318,1
3786731,2443816,1
1405016,3922034,1
1699583,1503426,1
1128911,3385614,1
4335772,2693235,1
2694616,2155483,1
314520,3316812,1
3169720,3108565,1
1695340,2703250,1
3791312,2854661,1
728604,4627458,1
3169720,3690292,1
1900593,4820239,1
2960508,3402637,1
4218038,3410004,1
979251,1758089,1
2693864,1376007,1
3639294,426043,1
2998391,526418,1
1699583,1234107,1
1505241,1345233,1
467060,4865183,1
2874215,2082061,1
3822025,3603050,1
3368328,494169,1
1607975,46,1
383072,317929,1
428268,2140124,1
1614125,690244,1
4335772,3274190,1
1994908,107363,1
379399,2041085,1
4588853,633579,1
314520,4781841,1
4639243,2849078,1
2502828,3199345,1
890348,726156,1
2090197,3833494,1
314520,14494,1
2506958,3610459,1
1700332,1382314,1
1756550,4596827,1
4684600,4495450,1
4440903,4300431,1
826086,2042043,1
3239481,723959,1
1080483,1842425,1
2467592,4467071,1
4561876,1412871,1
1106698,3431734,1
3005410,3913755,1
314520,2420931,1
2303705,402124,1
1505241,105934,1
4403282,2109599,1
4609401,1000329,1
543004,217564,1
1675003,203144,1
2871791,2539143,1
288702,1884927,1
3980947,111340,1
3826448,1706611,1
844156,4376335,1
1474014,3081481,1
3845991,2534616,1
314520,4052317,1
933348,2349431,1
3753638,2406564,1
2326657,952990,1
4671831,4574765,1
1505241,3570252,1
1085861,1415149,1
1078940,2393217,1
618059,4066646,1
314520,534641,1
1699583,1380435,1
2588854,4826146,1
3506051,1525271,1
288702,655235,1
2474292,336653,1
3760658,4772400,1
2357041,107365,1
1558803,155566,1
1063697,3200689,1
4560397,4574950,1
3660754,2944276,1
1085861,2431370,1
977855,3724356,1
1772596,4340215,1
2375946,3989146,1
1561581,4798581,1
4142794,355144,1
728604,3516690,1
4346217,764948,1
2047742,4256385,1
2004032,279506,1
2066823,4396856,1
3267250,2634231,1
1022841,4791396,1
288702,12192,1
964953,312016,1
1030775,1841497,1
1708385,1095024,1
3169720,4600832,1
66205,4630514,1
2393390,321937,1
2001076,1091673,1
3566202,3267443,1
4615200,2614686,1
1113816,4244448,1
1699583,1497923,1
314520,3553972,1
1285540,4632655,1
2548843,1771823,1
1008695,2944735,1
4250566,3277874,1
826086,3020955,1
2359694,443409,1
2082758,3294712,1
3661129,2040619,1
3753638,3544986,1
4075269,3114373,1
1668501,2716643,1
3032711,2374901,1
3351405,2713586,1
529818,3261154,1
3790102,1080189,1
1031450,1771828,1
2101003,4178635,1
1113816,1915624,1
880976,3131212,1
1871206,2236418,1
314520,275763,1
1052257,2225104,1
272250,2122467,1
839861,877053,1
314520,1436190,1
843624,1671791,1
4617432,3594745,1
2228371,3145821,1
640366,4548974,1
1994908,2987371,1
4815956,1525223,1
1085861,1236898,1
2773365,4093761,1
826086,170251,1
988752,2590897,1
3381684,3514842,1
1279232,1394342,1
3795772,4067213,1
375079,3502930,1
4398018,3667872,1
1775167,3330102,1
1833094,1665286,1
816429,4386231,1
1085861,3773088,1
2228371,3262104,1
3146897,3678834,1
2362034,2886059,1
1081967,2417048,1
2098796,2687028,1
4634199,4710342,1
3576191,4851178,1
821093,1332957,1
314520,4197854,1
3169720,856008,1
1666296,2360821,1
314520,2261831,1
3244411,536745,1
233843,3141730,1
2502828,2773359,1
3011285,3826438,1
4770256,2183592,1
1770870,4440245,1
1085861,2356328,1
839861,3482148,1
1699583,3318533,1
143270,3316277,1
4230466,4422127,1
862414,1534147,1
3878662,1979850,1
455848,149202,1
826086,2326477,1
2693864,3863109,1
2597505,2906838,1
1031042,4857370,1
839861,765485,1
2228371,171715,1
452607,4269521,1
3661129,852928,1
314520,2797087,1
238286,2107849,1
314520,517396,1
2228371,165274,1
480668,152934,1
4531514,3456971,1
4823249,675760,1
906759,1684375,1
1052257,701209,1
993087,3358450,1
4253419,3272200,1
1085861,3499364,1
314520,344516,1
1431070,4632042,1
3495745,702882,1
314520,2866450,1
3037340,4412181,1
1312089,788922,1
521381,3288433,1
4250566,3215287,1
4239205,1437841,1
4490999,1932198,1
1802932,4695741,1
63691,1805924,1
10715,3606424,1
314520,1155415,1
222426,2689839,1
3755193,1762747,1
4729683,4838144,1
1281226,1915441,1
2751501,3519398,1
4283288,909688,1
4512905,1010641,1
2495939,3180896,1
4854861,4401544,1
1085861,1120289,1
2054082,1477964,1
1159852,3882360,1
4579123,3548922,1
1085861,4673804,1
3246640,2627907,1
2374680,2805384,1
1113816,1426269,1
1211116,79635,1
2109599,2159372,1
4223275,3664676,1
1180922,3591892,1
3768095,3619262,1
318570,3628582,1
4604853,4375294,1
3604072,2309432,1
3186349,3494318,1
2307099,1595787,1
3797869,3421144,1
3116729,1974161,1
592047,438139,1
420120,1437713,1
168604,370326,1
1871206,2215046,1
3050743,1300444,1
4648130,443171,1
329296,3083820,1
1505241,858938,1
1611665,1488632,1
4207823,987333,1
1951065,2078223,1
42154,2192195,1
619021,4367241,1
314520,1065627,1
3966599,3713719,1
3005410,288053,1
1369088,2030574,1
839861,2153975,1
3294387,720262,1
1279232,1234654,1
3244411,2663141,1
2228371,4779789,1
3948269,2829533,1
2186892,61752,1
3991518,1377001,1
1269097,794181,1
4561876,964407,1
1711122,2042962,1
1113816,3527652,1
495783,1209527,1
285694,1392966,1
887886,4251529,1
2495939,4214021,1
3797869,2803503,1
1085861,1096511,1
1561581,4390900,1
314520,4340765,1
4315831,403566,1
1474014,3996039,1
1085861,2063919,1
2540244,3643742,1
314520,4301838,1
3146897,28850,1
2167731,632564,1
3369144,4340644,1
1699583,1867137,1
1699583,2185611,1
63682,459674,1
3082190,3566282,1
288702,2051404,1
3990791,4589749,1
1031450,4275841,1
2133895,314935,1
1699583,802145,1
889349,2369803,1
1052257,262165,1
2489802,3916100,1
2109311,3014159,1
2360575,351078,1
2060330,1939067,1
4687718,4105482,1
1085861,3380604,1
314520,2523295,1
100831,4865642,1
2582932,3312464,1
3330921,3590057,1
1258671,3525430,1
100831,1679813,1
314520,1976042,1
1380081,336246,1
1106698,3894150,1
1470636,2612392,1
852713,557233,1
584482,265822,1
3419654,2755092,1
4415602,4298037,1
922742,3797869,1
220434,2702690,1
439611,4060253,1
211229,1066248,1
194090,2364913,1
2295442,3701285,1
4185971,3103529,1
4800050,1756503,1
4561876,259694,1
1106698,3281103,1
1871206,1416259,1
4617432,4330691,1
1474014,3631337,1
3172199,12839,1
3070329,2455584,1
906759,4086300,1
3365358,995764,1
2656028,547347,1
4225528,1129079,1
3361975,174659,1
4572342,4779497,1
2073174,1130751,1
1393805,3064957,1
1402041,4761588,1
3365358,1492742,1
3905860,1552680,1
1128911,2558711,1
4335772,1857519,1
839861,2293352,1
3726254,4202453,1
134467,3571195,1
1695340,1131289,1
102247,577205,1
2154521,2704631,1
1234297,668911,1
1085861,3292330,1
4223237,1921171,1
4001495,2510714,1
4403282,725205,1
1085861,2058626,1
4770256,4051014,1
100831,3461227,1
1700332,3551532,1
3169720,206870,1
905041,82524,1
866323,3194109,1
1022841,4503872,1
1668501,1892495,1
1699583,2490401,1
1699583,332554,1
4572342,1867213,1
1231116,3384153,1
3090005,3772224,1
2368529,2189287,1
314520,646647,1
4310280,4212839,1
3169720,1838736,1
4243429,3924708,1
4561876,4438051,1
2495939,516365,1
3604072,490766,1
3312048,1085873,1
2599793,4292712,1
627209,4219993,1
905884,4175578,1
4519409,2595128,1
2719797,3397382,1
4020918,1110915,1
1744605,4576377,1
361172,3973636,1
4575197,1432047,1
4670604,3074950,1
3848300,2502627,1
3356688,3468420,1
2597326,2868604,1
2810095,437970,1
1363098,750825,1
4561876,2570749,1
2565704,2052405,1
1106698,2710490,1
2164205,4779692,1
1279232,4771922,1
2502828,1858916,1
314520,3086141,1
1113816,3545212,1
3750988,1879321,1
4351337,3183280,1
572186,422979,1
2565704,3871585,1
495783,2397872,1
988752,851874,1
2433044,1219427,1
2583918,2206346,1
4276260,4008879,1
1051126,3809012,1
4550973,4762814,1
2228371,2281666,1
4648130,887227,1
2272480,3796085,1
1316949,3771221,1
1371684,3915832,1
2976655,1107386,1
2060330,2076710,1
3934750,1688830,1
1406815,2680853,1
2133895,3504770,1
1891764,1202825,1
988752,2071349,1
3054000,906033,1
1564712,619737,1
1505241,118972,1
314520,2192539,1
4239205,3149424,1
609356,1650866,1
1850402,1895123,1
288702,2910449,1
3639294,4659862,1
2106744,203951,1
1205142,4583377,1
2303579,4523762,1
469422,739381,1
1951065,1799406,1
4007965,3910870,1
2565704,3261258,1
314520,2139676,1
4512905,2600525,1
2810095,2382372,1
4318294,3270461,1
826086,434922,1
825855,1863448,1
153969,1441858,1
4842305,4374877,1
1085861,2680025,1
1358447,3229972,1
78828,4081970,1
1198888,4073151,1
288702,4257038,1
896242,2992087,1
3864105,784948,1
2597505,990269,1
3001929,3362290,1
4862306,634250,1
2393390,3561050,1
3272925,4293904,1
2502828,1257967,1
4183573,1467432,1
205271,1265431,1
3692805,4139608,1
4009222,4239777,1
302704,86698,1
2280248,786521,1
3148679,4611506,1
975969,3540538,1
728604,4681226,1
731059,706291,1
1285925,1391655,1
1022841,506696,1
3027831,2772778,1
3991848,2945795,1
1962739,1576579,1
1593832,3945932,1
2910003,1419128,1
1905361,3762284,1
1607975,4244289,1
2504196,502817,1
314520,4624253,1
3579364,358680,1
988635,3641813,1
1106698,3119020,1
4645411,336064,1
433909,1433960,1
314520,3286763,1
3230265,3364664,1
1113816,1086974,1
1607975,4642462,1
839861,2351553,1
1266770,4090855,1
3536296,3637392,1
4800050,3623131,1
2141618,979166,1
2102200,2175482,1
1699583,935279,1
845586,3344574,1
3244411,1960711,1
2374680,3083227,1
4699464,407756,1
314520,1786407,1
1887803,3018423,1
4667083,4597582,1
2878757,527929,1
4600080,3592890,1
3826106,2575540,1
1277328,3351069,1
4296758,1588674,1
2506958,975304,1
4002862,1230339,1
2489802,882848,1
2800334,2124284,1
4821927,673287,1
762603,1557992,1
3722158,1101068,1
1437230,3624957,1
3455394,4543060,1
3265281,710523,1
2453780,2166270,1
2787341,648440,1
168604,1920046,1
1205142,2297530,1
3192412,4291657,1
4283288,2924260,1
1711122,4570010,1
1771903,703195,1
746919,2108041,1
839861,1148581,1
134107,2150991,1
2303579,3436614,1
10715,285777,1
2006650,4521579,1
884412,4562187,1
3037340,1850170,1
314520,3975351,1
2648695,3350951,1
2228371,2094042,1
2693864,760168,1
1106698,2524477,1
3214092,611835,1
1505241,3090605,1
78828,2847844,1
2133895,1298081,1
2083622,969995,1
1111284,2018883,1
3110985,3092095,1
1259912,1653424,1
3779815,3695915,1
1279232,3093066,1
1405016,1542028,1
3584510,3860134,1
4330512,556328,1
1022841,2110788,1
4335772,273709,1
845586,3639830,1
428268,4718648,1
845586,4766230,1
826086,3890861,1
2374680,3346980,1
3473434,1106799,1
2982223,2375682,1
222426,241408,1
314520,1238203,1
2648695,3989695,1
226776,340169,1
4103375,2884330,1
619737,550945,1
281863,4391461,1
2611836,4084835,1
2866851,1331644,1
3110985,1540415,1
1402041,4014640,1
906759,766190,1
2506958,2523650,1
1486104,3541490,1
314520,63036,1
826086,2312480,1
1447147,796203,1
4739617,772568,1
4512905,868493,1
3367374,3876111,1
1085861,1494372,1
4561876,681737,1
826086,1380310,1
3872866,919363,1
826086,3085997,1
4335772,4843740,1
529336,1482604,1
3347622,266843,1
4378057,1252424,1
337376,3231943,1
826086,4808289,1
3419654,2879788,1
4561876,2634981,1
4792427,1340787,1
1040858,3416769,1
1906861,588065,1
279069,3753392,1
3094587,3493524,1
459188,133153,1
2943850,4283674,1
288702,3133710,1
2931110,3644158,1
4513943,1647222,1
262069,4379985,1
2506958,374680,1
4403282,2810561,1
2228371,2287960,1
314520,4662223,1
1711122,3766343,1
3116729,2121251,1
2443515,889560,1
4198430,4597518,1
168604,260250,1
1683207,310538,1
2047742,4736604,1
2228371,483870,1
4420308,343028,1
4701481,2922389,1
1031450,1527685,1
4561876,4115099,1
1106698,1805783,1
283701,4410119,1
3897421,903089,1
3760658,1114970,1
2526714,4632442,1
168604,3367517,1
4512905,4663707,1
3180292,3315377,1
455848,856357,1
2598045,4856234,1
3531912,394692,1
3897421,4756338,1
1474014,165792,1
1505241,2958240,1
1501722,2134191,1
4617432,270144,1
1829215,3608361,1
2453780,2133218,1
4281357,4722504,1
1085861,4262020,1
2693864,333750,1
2598045,546081,1
2084819,1321273,1
311959,3708018,1
4668576,2776836,1
1796884,3276727,1
3283464,1326960,1
2295749,4357875,1
314520,3796769,1
2228371,3374564,1
4315498,3480179,1
2810095,4126926,1
100831,2218580,1
826086,3002038,1
168604,4441203,1
4739617,1408099,1
2028726,4671275,1
375079,2597425,1
620989,2409807,1
1871206,2106468,1
3082190,70500,1
4793546,2465064,1
49007,1408420,1
3192412,574200,1
1237206,1468656,1
1106698,2278301,1
3826448,3922793,1
1882955,4272224,1
314520,2772811,1
1085861,4421999,1
1078940,3802619,1
2506958,4533719,1
3646428,3461455,1
314520,886255,1
314520,4131471,1
2228371,3278731,1
1455065,3937661,1
2308981,713639,1
3401231,340553,1
314520,2591362,1
3911089,3006658,1
2495939,1401336,1
314520,3118651,1
4812958,3123299,1
3592328,2909833,1
1024780,1669796,1
1607975,2363906,1
2506958,3081496,1
1699583,3184068,1
2704886,3479907,1
3839495,93591,1
4470532,290558,1
1806305,52165,1
4481217,1999503,1
4531514,1334613,1
1316949,1631856,1
1891764,1701195,1
4290761,2393453,1
1085861,3721089,1
4340005,1899532,1
611307,354349,1
816429,175996,1
1809927,700446,1
1334635,2248032,1
375079,3958630,1
1699583,3668135,1
4839837,4844635,1
3826821,3296086,1
3147620,291505,1
1440881,2773622,1
988288,453367,1
792941,3552709,1
4122812,4776385,1
2131778,2403770,1
3604072,2451170,1
1051552,3710822,1
288702,3429697,1
2840019,177154,1
839861,2524775,1
2133895,4198798,1
3005598,4420809,1
4757852,2580111,1
3712855,2953364,1
3750988,2591354,1
4009222,3866970,1
168604,2805466,1
2560466,4563178,1
3080181,4763533,1
4343030,4281399,1
3859827,4608557,1
4862612,658712,1
3566202,628676,1
314520,918472,1
485341,262623,1
1887803,3343410,1
4397836,2163263,1
2748302,1062805,1
1570698,3135273,1
1245143,267842,1
3708622,3634848,1
3095967,2183118,1
4645411,462884,1
3643734,3194188,1
2228371,3804987,1
168604,2711778,1
3324875,1364207,1
882165,2136436,1
2682430,1904035,1
1736460,2911482,1
826086,1865345,1
4310280,4509272,1
826086,2505602,1
4105923,4864849,1
4037205,653272,1
3510327,3118705,1
814200,535608,1
2307099,1399720,1
1085861,2081164,1
314520,2055515,1
179419,3644126,1
4604853,172056,1
1802932,4455553,1
2374680,4528420,1
2133895,1202878,1
2799160,41072,1
1564712,4443602,1
2026828,1370856,1
1085861,1034407,1
51455,438139,1
2693864,1333568,1
3877892,967260,1
4211680,2903222,1
1890937,903815,1
314520,4615963,1
3753065,3928404,1
65424,1873504,1
1505241,1937419,1
4490999,1206102,1
3146897,3337072,1
762603,600199,1
1530486,3582032,1
630167,4468839,1
1892245,4590039,1
3169720,3734041,1
4825482,1131696,1
1471944,3784964,1
1211116,957805,1
1085861,1503975,1
2233879,1802706,1
3267907,4377685,1
407605,3906640,1
2292718,3637504,1
1113816,111990,1
1078940,3055346,1
3755193,1079299,1
2329723,2423604,1
4250784,803810,1
3239131,1494544,1
3101492,3084127,1
943839,4518665,1
750886,3299574,1
1068715,3637520,1
2124563,511826,1
2720697,1313021,1
439257,3245567,1
4335772,4248514,1
65424,1931010,1
905884,3935086,1
1030775,1410558,1
2228371,1719724,1
1031450,2252338,1
1962739,2865895,1
3169720,2931210,1
4561876,2652189,1
775578,4468249,1
1758126,801906,1
389943,4238020,1
2704163,2187799,1
1353971,3887153,1
2020220,3912032,1
59401,2589100,1
1699583,4588975,1
102247,3275421,1
2791255,4478928,1
4512905,3603091,1
3668739,2629140,1
2282009,3782709,1
441484,2874584,1
839861,120720,1
2147634,2308981,1
336162,4854974,1
2268166,2075816,1
283701,1378715,1
102247,3290174,1
1022841,1000644,1
2859573,341496,1
3326779,4745848,1
3036815,1493379,1
3529406,2531251,1
1106698,2356820,1
3312048,2554975,1
375079,4659825,1
1233685,2299465,1
1031450,4244845,1
678574,526102,1
607635,2497327,1
3283464,825761,1
345878,369413,1
1695340,4348863,1
988752,3210065,1
3146897,3376209,1
175754,1706276,1
880976,2171560,1
1163255,1298975,1
2228371,3889186,1
3082190,3335558,1
801429,2435382,1
4318294,1422504,1
937259,4000682,1
337376,4713391,1
3888310,4302656,1
134467,3047145,1
2623256,2320176,1
3422697,3229315,1
1515652,2970808,1
2720697,4004665,1
1601150,2246501,1
1474014,1737893,1
4177982,1294036,1
4102910,2120622,1
895479,2645195,1
